train_loss,step,epoch,valid_loss,valid_acc
1.6881157159805298,49,0,,
0.9624813199043274,99,0,,
0.5474356412887573,149,0,,
0.39319267868995667,199,0,,
0.33834949135780334,249,0,,
0.32180821895599365,299,0,,
0.5051778554916382,349,0,,
0.29550260305404663,399,0,,
0.338639497756958,449,0,,
0.3847166895866394,499,0,,
0.4217384457588196,549,0,,
0.26115652918815613,599,0,,
0.24993786215782166,649,0,,
0.211325541138649,699,0,,
0.22049254179000854,749,0,,
0.20873890817165375,799,0,,
0.3438172936439514,849,0,,
,859,0,0.2985934913158417,0.8382636904716492
0.33711719512939453,899,1,,
0.22542516887187958,949,1,,
0.1765713393688202,999,1,,
0.3571886122226715,1049,1,,
0.08779875189065933,1099,1,,
0.2960578501224518,1149,1,,
0.17719779908657074,1199,1,,
0.15375469624996185,1249,1,,
0.10024379193782806,1299,1,,
0.1716795414686203,1349,1,,
0.11077322065830231,1399,1,,
0.5173445343971252,1449,1,,
0.10930728912353516,1499,1,,
0.344542920589447,1549,1,,
0.18540897965431213,1599,1,,
0.18538160622119904,1649,1,,
0.21472704410552979,1699,1,,
,1719,1,0.24071530997753143,0.9021449089050293
0.30989983677864075,1749,2,,
0.22373048961162567,1799,2,,
0.19278258085250854,1849,2,,
0.24487707018852234,1899,2,,
0.17691658437252045,1949,2,,
0.3205231726169586,1999,2,,
0.2404756247997284,2049,2,,
0.32946649193763733,2099,2,,
0.2695178985595703,2149,2,,
0.13635575771331787,2199,2,,
0.15378431975841522,2249,2,,
0.1692293882369995,2299,2,,
0.21590396761894226,2349,2,,
0.12377913296222687,2399,2,,
0.2113296240568161,2449,2,,
0.11556967347860336,2499,2,,
0.19390402734279633,2549,2,,
,2579,2,0.2137223333120346,0.9141587615013123
0.11702532321214676,2599,3,,
0.10339514166116714,2649,3,,
0.13898885250091553,2699,3,,
0.13591957092285156,2749,3,,
0.24891510605812073,2799,3,,
0.17807042598724365,2849,3,,
0.1348431259393692,2899,3,,
0.17471300065517426,2949,3,,
0.08380472660064697,2999,3,,
0.08043064177036285,3049,3,,
0.14687606692314148,3099,3,,
0.043972842395305634,3149,3,,
0.258525550365448,3199,3,,
0.09412121772766113,3249,3,,
0.17206044495105743,3299,3,,
0.11753914505243301,3349,3,,
0.18260881304740906,3399,3,,
,3439,3,0.1966811567544937,0.9208874106407166
0.17924751341342926,3449,4,,
0.10974689573049545,3499,4,,
0.11477473378181458,3549,4,,
0.18038204312324524,3599,4,,
0.1517125368118286,3649,4,,
0.23168520629405975,3699,4,,
0.16685962677001953,3749,4,,
0.10372378677129745,3799,4,,
